id,name_raw,product_core_id,confidence,super_class
d52e741e-4ca0-4e5d-b8de-19021b08fbcb,КРЕМ-СОУС бальзамический классический п/б 500 мл. KOTANYI,condiments.sauce,0.3,condiments.sauce
512c5253-83da-4351-846e-ee246f8ad915,СОУС ананасовый с перцем чили 470 мл. Tamaki,condiments.sauce,0.3,condiments.sauce
1cf2c732-0372-4aa0-8c4f-a506a43b06bc,СОУС бальзамический 470 мл. Tamaki,condiments.sauce,0.3,condiments.sauce
79fa1bda-9012-4842-824e-bc68cc58a109,СОУС Барбекю 1 кг. Hellmann`s,condiments.sauce,0.3,condiments.sauce
f486b169-643b-4d7a-b0ca-d957865173dd,СОУС Барбекю 1 кг. Tamaki,condiments.sauce,0.3,condiments.sauce
dc8fcd85-7a51-459e-a7b6-d0f2c9d21cc5,СОУС Барбекю 1 кг. Россия Got2Eat,condiments.sauce,0.3,condiments.sauce
e3cf3404-0fb1-43ca-a161-ec6ac207d219,"СОУС Барбекю Америка 2,3 кг. PROVIL S.A.",condiments.sauce,0.3,condiments.sauce
a6024d12-b166-40d3-984c-424d682e48c5,СОУС барбекю дип-пот 25 мл *125 шт. Heinz,condiments.sauce,0.3,condiments.sauce
c3098a45-7f29-4981-ad8a-41c923d0c1ba,"СОУС Барбекю копченый 2,3 кг. PROVIL S.A.",condiments.sauce,0.3,condiments.sauce
25899adc-9688-4892-97fb-b322055a182a,СОУС барбекю пакет 1 кг. Heinz,condiments.sauce,0.3,condiments.sauce
e0647c60-1517-4a05-a2e1-8f3a4f0e5f25,"СОУС Бешамель сухая смесь 1,8 кг. Knorr",condiments.sauce,0.3,condiments.sauce
25094ed2-180c-4cef-9b83-f36873d3e174,"СОУС Бонито 1,8 кг. Kingzest",condiments.sauce,0.3,condiments.sauce
12fb21d5-c59e-48a4-9600-366082c8807d,СОУС бургер балк 1 кг. Heinz,condiments.sauce,0.3,condiments.sauce
a6ab8e1e-e5f5-42ab-88a6-d6603e17f82e,СОУС Бургер Гриль 1 кг. Hellmann`s,condiments.sauce,0.3,condiments.sauce
1367469a-5225-4e12-a3fc-cd6a7b992d1d,СОУС Ворчестер 740 гр. PROVIL S.A.,condiments.sauce,0.3,condiments.sauce
df112a46-bc96-4e33-a231-7b8edb94f877,СОУС Голландез Hollandaise 1 кг. PROVIL S.A.,condiments.sauce,0.3,condiments.sauce
b5a0eb53-00af-42fe-90d1-949a6fcdec36,"СОУС Голландский 1,7 кг. Knorr",condiments.sauce,0.3,condiments.sauce
0599aeac-b8b3-4f35-9c8d-d7b8964ce4b7,СОУС горчичный балк 700 гр. Heinz,condiments.sauce,0.3,condiments.sauce
3ecdfa1b-6fa9-4031-b185-e72296a0673e,СОУС горчичный дип-пот 25 мл *125 шт. Heinz,condiments.sauce,0.3,condiments.sauce
65215bcd-3e76-498f-9960-b7c9ba2532f2,СОУС горчичный пакет 2 кг. Heinz,condiments.sauce,0.3,condiments.sauce
23659a49-b66a-4082-94b2-7254c4493413,СОУС гриль балк 1 кг. Heinz,condiments.sauce,0.3,condiments.sauce
ada7d084-bfd1-47eb-bb60-9d9ffd3f797a,СОУС гриль на основе растительных масел 1 кг. Tamaki,condiments.sauce,0.3,condiments.sauce
7f9d55d9-d5d9-43b3-b997-f910d0f9692f,СОУС деликатесный Барбекью острый дип-пот 25 мл*125 шт. PIKADOR,condiments.sauce,0.3,condiments.sauce
faa7f86d-ee01-4cf0-bcef-4073360efc59,СОУС деликатесный Барбекю балк 1 кг. PIKADOR PRO,condiments.sauce,0.3,condiments.sauce
0fe3fb12-3d96-46ad-9881-7f9338d4e616,СОУС деликатесный кисло-сладкий оригинальный балк 1 кг. Heinz,condiments.sauce,0.3,condiments.sauce
04e3235f-ccd1-4528-9cb0-9f505a5819f2,СОУС деликатесный кисло-сладкий Чили дип-пот 25 мл*125 шт. PIKADOR,condiments.sauce,0.3,condiments.sauce
b82be619-ee53-4df0-a912-e2c3c0b7ee58,СОУС деликатесный терияки дип-пот 25 мл *125 шт. Heinz,condiments.sauce,0.3,condiments.sauce
56d34013-9a13-43b6-9461-c73e313fa5c7,"СОУС Деми гласс 1,8 кг. Knorr",condiments.sauce,0.3,condiments.sauce
f4dcb65c-5323-465d-b048-c68fa53b2cf7,СОУС для шаурмы 1 кг. Tamaki,condiments.sauce,0.3,condiments.sauce
f1511cd9-b8ea-42c4-8acd-71f41a5d6454,"СОУС Карри 2,3 кг. PROVIL S.A.",condiments.sauce,0.3,condiments.sauce
7db8e333-97bb-48cb-a1d5-835ac0cb0bc2,СОУС карри с ананасом 470 мл. Tamaki,condiments.sauce,0.3,condiments.sauce
3ae349dc-527b-44e5-af8e-f7ba89c0920e,"СОУС Кимчи 1,5 л. GENSO Asian style",condiments.sauce,0.3,condiments.sauce
0562a226-c893-461c-892a-cf26575f9d5c,"СОУС Кимчи 1,5 л. Tamaki",condiments.sauce,0.3,condiments.sauce
cd04c04f-7004-4233-a147-f78b15c96032,"СОУС Кимчи 1,8 л. BG",condiments.sauce,0.3,condiments.sauce
e84125a2-6e09-478f-8db5-560edd047d80,"СОУС Кимчи 1,8 л. PEARL RIVER BRIDGE",condiments.sauce,0.3,condiments.sauce
53ee20c3-04e5-46dd-aecd-4e33cbb89847,"СОУС Кимчи 1,8 л. Tamaki",condiments.sauce,0.3,condiments.sauce
69c85273-9137-43d6-90d4-6ecab7da4447,СОУС кисло-сладкий 1 кг. Tamaki,condiments.sauce,0.3,condiments.sauce
1ac8056e-600d-4b53-b2e0-986643b507a1,СОУС кисло-сладкий дип-пот 25 мл*125 шт. Heinz,condiments.sauce,0.3,condiments.sauce
c82f46ca-6b16-43eb-8d9a-f6a29acf08f1,СОУС Лемонграсс Таиланд 285 гр. Chang,condiments.sauce,0.3,condiments.sauce
3ea0bfd3-da57-4734-8d2a-92d97307b084,СОУС Манго с перцем чили 470 гр. Tamaki,condiments.sauce,0.3,condiments.sauce
d3fa2a2f-f32e-48fd-9a02-2b64ba84094b,СОУС Манго Чили 850 гр. Genso,condiments.sauce,0.3,condiments.sauce
da64623c-ae08-4b99-8e82-eb915ba28859,СОУС маринад шашлычный 470 мл. Tamaki,condiments.sauce,0.3,condiments.sauce
bcc42d26-69f8-4287-8100-eb0f71e079f4,СОУС медово-горчичный 1 кг. Hellmann`s,condiments.sauce,0.3,condiments.sauce
beeee06e-0e11-4b0d-9cce-68282e5a0674,СОУС медово-горчичный 470 мл. Tamaki,condiments.sauce,0.3,condiments.sauce
3dfca2be-33d2-489c-8d4c-f0739c7fcd60,"СОУС Мексиканский 2,2 кг. PROVIL S.A.",condiments.sauce,0.3,condiments.sauce
94453284-6c40-4ab2-9e03-dc051e641116,СОУС на основе растительных масел горчично-медовый дип-пот 25 мл*125 шт. PIKADOR,condiments.sauce,0.3,condiments.sauce
c47a545d-1048-484f-b52b-fa50f1f9259f,СОУС на основе растительных масел сырный с Халапеньо дип-пот 25 мл*125 шт. PIKADOR,condiments.sauce,0.3,condiments.sauce
5198b273-1a54-4fe0-a5ab-f09ba105efa0,СОУС на основе растительных масел Тысяча островов дип-пот 25 мл*125 шт. Heinz,condiments.sauce,0.3,condiments.sauce
78bcd9f9-2c9d-47b1-bf68-7050915d3ad2,СОУС на основе растительных масел Цезарь оригинальный 2 кг. Heinz,condiments.sauce,0.3,condiments.sauce
b96f9d07-828a-46b1-a407-441a467a1174,"СОУС Наполи сухая смесь 1,8 кг. Knorr",condiments.sauce,0.3,condiments.sauce
